seed,scenario,tick,time_s,position_arrived,status,contained_exact,contained_tol,truth_0,truth_1,truth_2,truth_3,truth_4,truth_5,lower_0,lower_1,lower_2,lower_3,lower_4,lower_5,upper_0,upper_1,upper_2,upper_3,upper_4,upper_5
70001,S0,10,0.2,1,VALID_NUMERICAL_BOX,1,1,-0.016004546742103422,2.0232640311243197,-0.02787901659141684,0.02756420684659447,0.0,0.0,-0.049634199687541014,1.996117148902964,-0.4799107431725563,-0.49759719109659734,-0.0010260434497796765,-0.0003189314707765662,-0.009634199687541013,2.036117148902964,0.47860018046214564,0.5366078774006124,0.0016892358763060994,0.0036814108621862607
70001,S0,11,0.22,0,VALID_NUMERICAL_BOX,1,1,-0.01656212707393176,2.0238153152612517,-0.027865044199119622,0.02947071351128139,0.0,0.0,-0.05923241455205137,1.9861652050779852,-0.5178433801898388,-0.5373845342461999,-0.0010324220801969707,-0.0003189314717802476,-6.219607723886697e-05,2.0468493064540234,0.5164014240023429,0.5802407191281292,0.0017628640945515875,0.0036814108631899422
70001,S0,12,0.24,0,VALID_NUMERICAL_BOX,1,1,-0.01711942795791415,2.024404729531477,-0.02785104706353826,0.03136786152400505,0.0,0.0,-0.06958928215691773,1.9754175143900028,-0.5557905902009351,-0.577180082391904,-0.001038800710634412,-0.00031893147278392903,0.01026583240387758,2.0584541208396443,0.5542039228495695,0.6238653810255517,0.0018364923128172228,0.0021863851739821524
70001,S0,13,0.26,0,VALID_NUMERICAL_BOX,1,1,-0.017676448899184915,2.025032086761957,-0.027837025385520433,0.0332548861110167,0.0,0.0,-0.08070509396201714,1.9638739127390938,-0.5937523705929323,-0.6169846024630846,-0.0010451793410919709,-0.00031893147378611543,0.021349910861949678,2.070931428463226,0.5920076761038945,0.6674810972340908,0.001880220017298746,0.0021863851749843385
70001,S0,14,0.28,0,VALID_NUMERICAL_BOX,1,1,-0.018233189406895323,2.0256971844841773,-0.027822979378431832,0.0351310263357471,0.0,0.0,-0.09258014137496837,1.9515342206867479,-0.6317227954272532,-0.6567988465851006,-0.0006882827992195986,-0.0003189314747883018,0.03319006438512014,2.084281050410992,0.6298126828544711,0.7110871054731138,0.0019239477218003568,0.00029865427971924145
70001,S0,15,0.3,1,VALID_NUMERICAL_BOX,1,1,-0.01878964899446396,2.0263998050108922,-0.02780890926805812,0.03699552542015902,0.0,0.0,-0.04723113528300954,2.0185370075770637,-0.6697018623950602,-0.6966235735313075,-0.0006946614297172946,-0.00031893147578862074,-0.0072311352830095425,2.0585370075770637,0.667546982630446,0.7546826473450463,0.0019299208083966716,0.00029865428071956037
70001,S0,16,0.32,0,VALID_NUMERICAL_BOX,1,1,-0.019345827179825123,2.0271397155192954,-0.027794815292501624,0.03884763106517347,0.0,0.0,-0.06062517253197137,2.004604536103364,-0.7076820908882817,-0.7364595233148766,-0.000701040060235003,-0.00031893147678893966,0.006119804370660002,2.073630660527038,0.7052825381264448,0.7982669686387209,0.0019358938950129988,0.0002986542817198793
70001,S0,17,0.34,0,VALID_NUMERICAL_BOX,1,1,-0.019901723485675156,2.0279166681405987,-0.027780697702072706,0.04068659576996314,0.0,0.0,-0.07477881435081178,1.9898753456339768,-0.7456634793214819,-0.7763074456642965,-0.0007074186907727237,-0.00031893147778925857,0.02022545513426368,2.089595999902902,0.7430193486737364,0.8418393196310526,0.0009011026591021452,0.0002986542827201982
70001,S0,18,0.36,0,VALID_NUMERICAL_BOX,1,1,-0.02045733743971661,2.028730400055998,-0.02776655675917593,0.0425116771499034,0.0,0.0,-0.08969208393833111,1.9743491967175846,-0.7834399032767593,-0.8161677925194077,-0.0006648054483322785,-0.0003189314787895775,0.0350858421088281,2.106432786298629,0.7807574135926296,0.8853989553869167,0.0009070757457574562,0.0002986542837205171
70001,S0,19,0.38,0,VALID_NUMERICAL_BOX,1,1,-0.02101266857490013,2.029580633598996,-0.027752392738191033,0.044322138252972015,0.0,0.0,-0.10536088200497166,1.9580258408640723,-0.8212174979947392,-0.856041595524246,-0.0006711840789089831,-0.0003189314797898964,0.05070099038178605,2.1241407654094915,0.8184870300293067,0.9289451360571137,0.0009130488324327796,0.000298654284720836
70001,S0,20,0.4,1,VALID_NUMERICAL_BOX,1,1,-0.02156771642966395,2.0304670763640553,-0.027738205925348734,0.04611724787438688,0.0,0.0,-0.042683891409837194,2.028000800334449,-0.858996262644078,-0.8959295891527693,-0.0002476006644989738,-0.0003189314807902153,-0.002683891409837196,2.068000800334449,0.8562179001418874,0.9724771271742992,0.0009190219191281153,0.00029865428572115494
70001,S0,21,0.42,0,VALID_NUMERICAL_BOX,1,1,-0.022122480548170925,2.031389421321543,-0.027723996618601494,0.04789628086927145,0.0,0.0,-0.059863816663778616,2.0100822085483063,-0.8967761963854871,-0.9358325022032927,-0.0002539792951157031,-0.0003189314817905342,0.014440466594060414,2.0874503428810223,0.8938648877183539,1.0159941999467608,0.0009249950058434635,0.00029865428672147385
70001,S0,22,0.44,0,VALID_NUMERICAL_BOX,1,1,-0.022676960480542956,2.0323473469389284,-0.02770976512748922,0.049658518463138436,0.0,0.0,-0.07779934059256616,1.9913655585011327,-0.9345572983721377,-0.9757510575069811,-0.0002603579257524447,-0.00031893148279085314,0.03231776434950529,2.107770226883065,0.931513134336574,1.0594956315499249,0.000930968092578824,0.00029865428772179277
70001,S0,23,0.46,0,VALID_NUMERICAL_BOX,1,1,-0.02323115578309274,2.0333405173081913,-0.02769551177300002,0.05140324855998307,0.0,0.0,-0.0964904865611054,1.971850537347864,-0.9723395677500732,-1.015685971638729,-0.0002667365564091987,-0.00031893148379117205,0.05094802703733326,2.1289601395171927,0.9691626396104469,1.1029807054154774,0.0009369411793341967,0.0002986542887221117
70001,S0,24,0.48,0,VALID_NUMERICAL_BOX,1,1,-0.02378506601855274,2.034368582279391,-0.02768123688742604,0.05312976604777907,0.0,0.0,-0.1159372779172228,1.9515368179119386,-1.0101230036586266,-1.0556379546305437,-0.0002731151870859651,-0.00031893148479149097,0.07033127983065814,2.151019753628653,1.0068134031419047,1.146448711517981,0.000942914266109582,0.0002986542897224306
70001,S0,25,0.5,1,VALID_NUMERICAL_BOX,1,1,-0.02433869075630126,2.035431177600347,-0.02766694081421448,0.0548373731011723,0.0,0.0,-0.050138881554842044,2.013190198078459,-1.0479076052308451,-1.0956077096875436,-0.0002794938177827438,-0.0003189314857918099,-0.010138881554842046,2.053190198078459,1.044465424521157,1.1898989466588756,0.0009488873529049795,0.0002986542907227495
70001,S0,26,0.52,0,VALID_NUMERICAL_BOX,1,1,-0.02489202957258555,2.0365279250623702,-0.02765262390781385,0.05652537948117005,0.0,0.0,-0.07109703366053005,1.9912780438816309,-1.0856933715939199,-1.1355959329066894,-0.0002858724484995348,-0.0003189314867921288,0.010750426936652192,2.0769881770147136,1.0821187033269442,1.2333307147477497,0.0003700115380299452,0.0002986542917230684
